timestamp,source_provider,source_region,source_ip,target_provider,target_region,target_ip,success,avg_latency,min_latency,max_latency,packet_loss,error,note
2025-08-02T02:38:26.194296,AWS,eu-south-2,51.48.91.118,GCP,europe-central2,34.118.31.88,TRUE,263.7,262,266,0,,
2025-08-02T02:38:35.592882,AWS,eu-south-2,51.48.91.118,GCP,europe-west12,34.17.122.250,TRUE,258.1,257,260,0,,
2025-08-02T02:38:44.958805,AWS,eu-south-2,51.48.91.118,GCP,europe-west4,34.13.152.183,TRUE,247.8,246,253,0,,
2025-08-02T02:38:54.284018,AWS,eu-south-2,51.48.91.118,GCP,northamerica-northeast1,34.152.17.65,TRUE,186.6,185,191,0,,
2025-08-02T02:39:03.714318,AWS,eu-south-2,51.48.91.118,GCP,southamerica-east1,34.95.199.13,TRUE,287.3,287,290,0,,
2025-08-02T02:39:13.038042,AWS,eu-south-2,51.48.91.118,GCP,us-east4,35.245.136.40,TRUE,178.6,178,181,0,,
2025-08-02T02:39:22.295786,AWS,eu-south-2,51.48.91.118,GCP,us-west1,34.168.233.222,TRUE,123.5,122,128,0,,
2025-08-02T02:39:31.852677,AWS,eu-west-1,63.33.190.43,AWS,af-south-1,13.245.236.16,TRUE,426.7,425,436,0,,
2025-08-02T02:39:41.042707,AWS,eu-west-1,63.33.190.43,AWS,ap-northeast-1,57.183.18.62,TRUE,47.5,46,53,0,,
2025-08-02T02:39:50.200646,AWS,eu-west-1,63.33.190.43,AWS,ap-northeast-2,3.35.173.236,TRUE,11.7,11,12,0,,
2025-08-02T02:39:59.467927,AWS,eu-west-1,63.33.190.43,AWS,ap-south-1,3.110.78.219,TRUE,139.3,139,140,0,,
2025-08-02T02:40:08.642692,AWS,eu-west-1,63.33.190.43,AWS,ap-southeast-1,13.229.101.72,TRUE,79.6,79,80,0,,
2025-08-02T02:40:17.969535,AWS,eu-west-1,63.33.190.43,AWS,ca-central-1,35.183.113.19,TRUE,186.4,186,187,0,,
2025-08-02T02:40:27.398485,AWS,eu-west-1,63.33.190.43,AWS,eu-central-1,18.184.239.190,TRUE,273.9,271,294,0,,
2025-08-02T02:40:36.829924,AWS,eu-west-1,63.33.190.43,AWS,eu-south-2,51.48.91.118,TRUE,288.2,288,289,0,,
2025-08-02T02:40:46.246519,AWS,eu-west-1,63.33.190.43,AWS,me-south-1,157.175.182.59,TRUE,294.6,294,295,0,,
2025-08-02T02:40:55.674056,AWS,eu-west-1,63.33.190.43,AWS,sa-east-1,52.67.230.2,TRUE,304.5,304,305,0,,
2025-08-02T02:41:04.976553,AWS,eu-west-1,63.33.190.43,AWS,us-east-1,13.223.204.77,TRUE,185.7,185,186,0,,
2025-08-02T02:41:14.241876,AWS,eu-west-1,63.33.190.43,AWS,us-west-1,54.193.216.187,TRUE,122.9,122,124,0,,
2025-08-02T02:41:23.414254,AWS,eu-west-1,63.33.190.43,GCP,asia-east2,34.92.77.143,TRUE,42.7,42,44,0,,
2025-08-02T02:41:32.582562,AWS,eu-west-1,63.33.190.43,GCP,asia-northeast1,34.146.113.141,TRUE,36.2,36,38,0,,
2025-08-02T02:41:41.858291,AWS,eu-west-1,63.33.190.43,GCP,asia-south1,34.93.67.233,TRUE,137.1,136,139,0,,
2025-08-02T02:41:51.071808,AWS,eu-west-1,63.33.190.43,GCP,asia-southeast1,34.126.128.161,TRUE,78.8,77,82,0,,
2025-08-02T02:42:00.347527,AWS,eu-west-1,63.33.190.43,GCP,australia-southeast1,35.244.90.228,TRUE,138,137,139,0,,
2025-08-02T02:42:09.754444,AWS,eu-west-1,63.33.190.43,GCP,europe-central2,34.118.31.88,TRUE,264.6,264,267,0,,
2025-08-02T02:42:19.145307,AWS,eu-west-1,63.33.190.43,GCP,europe-west12,34.17.122.250,TRUE,261,258,278,0,,
2025-08-02T02:42:28.510345,AWS,eu-west-1,63.33.190.43,GCP,europe-west4,34.13.152.183,TRUE,246.8,246,248,0,,
2025-08-02T02:42:37.839638,AWS,eu-west-1,63.33.190.43,GCP,northamerica-northeast1,34.152.17.65,TRUE,186.4,185,190,0,,
2025-08-02T02:42:47.262783,AWS,eu-west-1,63.33.190.43,GCP,southamerica-east1,34.95.199.13,TRUE,287.6,286,291,0,,
2025-08-02T02:42:56.592647,AWS,eu-west-1,63.33.190.43,GCP,us-east4,35.245.136.40,TRUE,178.3,178,179,0,,
2025-08-02T02:43:05.835059,AWS,eu-west-1,63.33.190.43,GCP,us-west1,34.168.233.222,TRUE,120.7,120,123,0,,
2025-08-02T02:43:15.418742,AWS,me-south-1,157.175.182.59,AWS,af-south-1,13.245.236.16,TRUE,427.8,425,447,0,,
2025-08-02T02:43:24.580759,AWS,me-south-1,157.175.182.59,AWS,ap-northeast-1,57.183.18.62,TRUE,46.4,46,47,0,,
2025-08-02T02:43:33.701948,AWS,me-south-1,157.175.182.59,AWS,ap-northeast-2,3.35.173.236,TRUE,12.4,11,19,0,,
2025-08-02T02:43:42.959431,AWS,me-south-1,157.175.182.59,AWS,ap-south-1,3.110.78.219,TRUE,138.5,138,139,0,,
2025-08-02T02:43:52.176787,AWS,me-south-1,157.175.182.59,AWS,ap-southeast-1,13.229.101.72,TRUE,80.3,79,82,0,,
2025-08-02T02:44:01.512112,AWS,me-south-1,157.175.182.59,AWS,ca-central-1,35.183.113.19,TRUE,189.8,189,190,0,,
2025-08-02T02:44:10.923285,AWS,me-south-1,157.175.182.59,AWS,eu-central-1,18.184.239.190,TRUE,271.8,271,274,0,,
2025-08-02T02:44:20.349705,AWS,me-south-1,157.175.182.59,AWS,eu-south-2,51.48.91.118,TRUE,288.4,288,289,0,,
2025-08-02T02:44:29.775985,AWS,me-south-1,157.175.182.59,AWS,eu-west-1,63.33.190.43,TRUE,273.8,273,275,0,,
2025-08-02T02:44:39.201498,AWS,me-south-1,157.175.182.59,AWS,sa-east-1,52.67.230.2,TRUE,305.8,304,315,0,,
2025-08-02T02:44:48.533844,AWS,me-south-1,157.175.182.59,AWS,us-east-1,13.223.204.77,TRUE,186,186,186,0,,
2025-08-02T02:44:57.782694,AWS,me-south-1,157.175.182.59,AWS,us-west-1,54.193.216.187,TRUE,134.9,122,241,0,,
2025-08-02T02:45:06.953915,AWS,me-south-1,157.175.182.59,GCP,asia-east2,34.92.77.143,TRUE,42.9,42,45,0,,
2025-08-02T02:45:16.117007,AWS,me-south-1,157.175.182.59,GCP,asia-northeast1,34.146.113.141,TRUE,36.1,35,37,0,,
2025-08-02T02:45:25.394161,AWS,me-south-1,157.175.182.59,GCP,asia-south1,34.93.67.233,TRUE,137.8,136,145,0,,
2025-08-02T02:45:34.587577,AWS,me-south-1,157.175.182.59,GCP,asia-southeast1,34.126.128.161,TRUE,77.7,77,80,0,,
2025-08-02T02:45:43.831193,AWS,me-south-1,157.175.182.59,GCP,australia-southeast1,35.244.90.228,TRUE,138.2,137,141,0,,
2025-08-02T02:45:53.208751,AWS,me-south-1,157.175.182.59,GCP,europe-central2,34.118.31.88,TRUE,264,263,266,0,,
2025-08-02T02:46:02.617858,AWS,me-south-1,157.175.182.59,GCP,europe-west12,34.17.122.250,TRUE,261.4,257,277,0,,
2025-08-02T02:46:12.003068,AWS,me-south-1,157.175.182.59,GCP,europe-west4,34.13.152.183,TRUE,246.8,246,248,0,,
2025-08-02T02:46:21.329999,AWS,me-south-1,157.175.182.59,GCP,northamerica-northeast1,34.152.17.65,TRUE,186,185,188,0,,
2025-08-02T02:46:30.736568,AWS,me-south-1,157.175.182.59,GCP,southamerica-east1,34.95.199.13,TRUE,293.5,291,297,0,,
2025-08-02T02:46:40.023481,AWS,me-south-1,157.175.182.59,GCP,us-east4,35.245.136.40,TRUE,178.6,178,180,0,,
2025-08-02T02:46:49.281501,AWS,me-south-1,157.175.182.59,GCP,us-west1,34.168.233.222,TRUE,120.6,120,123,0,,
2025-08-02T02:46:58.813627,AWS,sa-east-1,52.67.230.2,AWS,af-south-1,13.245.236.16,TRUE,427.1,425,435,0,,
2025-08-02T02:47:07.977725,AWS,sa-east-1,52.67.230.2,AWS,ap-northeast-1,57.183.18.62,TRUE,46.7,45,51,0,,
2025-08-02T02:47:17.110382,AWS,sa-east-1,52.67.230.2,AWS,ap-northeast-2,3.35.173.236,TRUE,12.7,11,16,0,,
2025-08-02T02:47:26.390145,AWS,sa-east-1,52.67.230.2,AWS,ap-south-1,3.110.78.219,TRUE,138.7,138,139,0,,
2025-08-02T02:47:35.616002,AWS,sa-east-1,52.67.230.2,AWS,ap-southeast-1,13.229.101.72,TRUE,79.8,79,80,0,,
2025-08-02T02:47:44.925786,AWS,sa-east-1,52.67.230.2,AWS,ca-central-1,35.183.113.19,TRUE,189.3,189,190,0,,
2025-08-02T02:47:54.315065,AWS,sa-east-1,52.67.230.2,AWS,eu-central-1,18.184.239.190,TRUE,271,271,271,0,,
2025-08-02T02:48:03.736582,AWS,sa-east-1,52.67.230.2,AWS,eu-south-2,51.48.91.118,TRUE,288.3,288,289,0,,
2025-08-02T02:48:13.163770,AWS,sa-east-1,52.67.230.2,AWS,eu-west-1,63.33.190.43,TRUE,273.2,273,274,0,,
2025-08-02T02:48:22.592211,AWS,sa-east-1,52.67.230.2,AWS,me-south-1,157.175.182.59,TRUE,296.5,294,316,0,,
2025-08-02T02:48:31.907148,AWS,sa-east-1,52.67.230.2,AWS,us-east-1,13.223.204.77,TRUE,185.8,185,187,0,,
2025-08-02T02:48:41.161418,AWS,sa-east-1,52.67.230.2,AWS,us-west-1,54.193.216.187,TRUE,122.6,122,123,0,,
2025-08-02T02:48:50.336711,AWS,sa-east-1,52.67.230.2,GCP,asia-east2,34.92.77.143,TRUE,43.1,42,45,0,,
2025-08-02T02:48:59.515495,AWS,sa-east-1,52.67.230.2,GCP,asia-northeast1,34.146.113.141,TRUE,36.4,35,40,0,,
2025-08-02T02:49:08.777544,AWS,sa-east-1,52.67.230.2,GCP,asia-south1,34.93.67.233,TRUE,137.2,137,138,0,,
2025-08-02T02:49:17.973765,AWS,sa-east-1,52.67.230.2,GCP,asia-southeast1,34.126.128.161,TRUE,77.6,77,79,0,,
2025-08-02T02:49:27.229767,AWS,sa-east-1,52.67.230.2,GCP,australia-southeast1,35.244.90.228,TRUE,137.6,137,140,0,,
2025-08-02T02:49:36.595021,AWS,sa-east-1,52.67.230.2,GCP,europe-central2,34.118.31.88,TRUE,264.3,264,266,0,,
2025-08-02T02:49:45.960113,AWS,sa-east-1,52.67.230.2,GCP,europe-west12,34.17.122.250,TRUE,259.6,258,271,0,,
2025-08-02T02:49:55.337558,AWS,sa-east-1,52.67.230.2,GCP,europe-west4,34.13.152.183,TRUE,246.5,246,248,0,,
2025-08-02T02:50:04.655393,AWS,sa-east-1,52.67.230.2,GCP,northamerica-northeast1,34.152.17.65,TRUE,185.6,185,188,0,,
2025-08-02T02:50:14.080800,AWS,sa-east-1,52.67.230.2,GCP,southamerica-east1,34.95.199.13,TRUE,292.3,292,295,0,,
2025-08-02T02:50:23.396334,AWS,sa-east-1,52.67.230.2,GCP,us-east4,35.245.136.40,TRUE,178.9,178,180,0,,
2025-08-02T02:50:32.650075,AWS,sa-east-1,52.67.230.2,GCP,us-west1,34.168.233.222,TRUE,122.7,122,124,0,,
2025-08-02T02:50:42.185395,AWS,us-east-1,13.223.204.77,AWS,af-south-1,13.245.236.16,TRUE,425.3,425,426,0,,
2025-08-02T02:50:51.359024,AWS,us-east-1,13.223.204.77,AWS,ap-northeast-1,57.183.18.62,TRUE,46.3,46,47,0,,
2025-08-02T02:51:00.497820,AWS,us-east-1,13.223.204.77,AWS,ap-northeast-2,3.35.173.236,TRUE,11.2,11,12,0,,
2025-08-02T02:51:09.741282,AWS,us-east-1,13.223.204.77,AWS,ap-south-1,3.110.78.219,TRUE,138.8,138,139,0,,
2025-08-02T02:51:18.940120,AWS,us-east-1,13.223.204.77,AWS,ap-southeast-1,13.229.101.72,TRUE,79.9,79,80,0,,
2025-08-02T02:51:28.276841,AWS,us-east-1,13.223.204.77,AWS,ca-central-1,35.183.113.19,TRUE,190.9,189,203,0,,
2025-08-02T02:51:37.675885,AWS,us-east-1,13.223.204.77,AWS,eu-central-1,18.184.239.190,TRUE,271,270,272,0,,
2025-08-02T02:51:47.079532,AWS,us-east-1,13.223.204.77,AWS,eu-south-2,51.48.91.118,TRUE,288.3,288,289,0,,
2025-08-02T02:51:56.473083,AWS,us-east-1,13.223.204.77,AWS,eu-west-1,63.33.190.43,TRUE,273.2,273,274,0,,
2025-08-02T02:52:05.887185,AWS,us-east-1,13.223.204.77,AWS,me-south-1,157.175.182.59,TRUE,296.2,295,304,0,,
2025-08-02T02:52:15.327369,AWS,us-east-1,13.223.204.77,AWS,sa-east-1,52.67.230.2,TRUE,304.7,304,305,0,,
2025-08-02T02:52:24.572675,AWS,us-east-1,13.223.204.77,AWS,us-west-1,54.193.216.187,TRUE,123,122,124,0,,
2025-08-02T02:52:33.752510,AWS,us-east-1,13.223.204.77,GCP,asia-east2,34.92.77.143,TRUE,42.8,42,45,0,,
2025-08-02T02:52:42.890212,AWS,us-east-1,13.223.204.77,GCP,asia-northeast1,34.146.113.141,TRUE,36.3,35,38,0,,
2025-08-02T02:52:52.164383,AWS,us-east-1,13.223.204.77,GCP,asia-south1,34.93.67.233,TRUE,137.4,137,139,0,,
2025-08-02T02:53:01.349247,AWS,us-east-1,13.223.204.77,GCP,asia-southeast1,34.126.128.161,TRUE,77.5,77,79,0,,
2025-08-02T02:53:10.609494,AWS,us-east-1,13.223.204.77,GCP,australia-southeast1,35.244.90.228,TRUE,137.3,137,138,0,,
2025-08-02T02:53:20.000260,AWS,us-east-1,13.223.204.77,GCP,europe-central2,34.118.31.88,TRUE,264.7,264,268,0,,
2025-08-02T02:53:29.377520,AWS,us-east-1,13.223.204.77,GCP,europe-west12,34.17.122.250,TRUE,258,257,261,0,,
2025-08-02T02:53:38.749337,AWS,us-east-1,13.223.204.77,GCP,europe-west4,34.13.152.183,TRUE,247.6,246,254,0,,
2025-08-02T02:53:48.047427,AWS,us-east-1,13.223.204.77,GCP,northamerica-northeast1,34.152.17.65,TRUE,186,185,188,0,,
2025-08-02T02:53:57.481749,AWS,us-east-1,13.223.204.77,GCP,southamerica-east1,34.95.199.13,TRUE,292.8,292,296,0,,
2025-08-02T02:54:06.783227,AWS,us-east-1,13.223.204.77,GCP,us-east4,35.245.136.40,TRUE,178.8,178,180,0,,
2025-08-02T02:54:16.040023,AWS,us-east-1,13.223.204.77,GCP,us-west1,34.168.233.222,TRUE,123.5,123,126,0,,
2025-08-02T02:54:25.610867,AWS,us-west-1,54.193.216.187,AWS,af-south-1,13.245.236.16,TRUE,425.5,425,426,0,,
2025-08-02T02:54:34.776986,AWS,us-west-1,54.193.216.187,AWS,ap-northeast-1,57.183.18.62,TRUE,46.7,46,50,0,,
2025-08-02T02:54:43.906885,AWS,us-west-1,54.193.216.187,AWS,ap-northeast-2,3.35.173.236,TRUE,11.6,11,12,0,,
2025-08-02T02:54:53.176692,AWS,us-west-1,54.193.216.187,AWS,ap-south-1,3.110.78.219,TRUE,138.7,138,139,0,,
2025-08-02T02:55:02.390843,AWS,us-west-1,54.193.216.187,AWS,ap-southeast-1,13.229.101.72,TRUE,84.4,79,108,0,,
2025-08-02T02:55:11.688801,AWS,us-west-1,54.193.216.187,AWS,ca-central-1,35.183.113.19,TRUE,189.3,189,190,0,,
2025-08-02T02:55:21.078844,AWS,us-west-1,54.193.216.187,AWS,eu-central-1,18.184.239.190,TRUE,271.8,271,272,0,,
2025-08-02T02:55:30.491233,AWS,us-west-1,54.193.216.187,AWS,eu-south-2,51.48.91.118,TRUE,288.3,288,289,0,,
2025-08-02T02:55:39.897124,AWS,us-west-1,54.193.216.187,AWS,eu-west-1,63.33.190.43,TRUE,273.1,273,274,0,,
2025-08-02T02:55:49.330680,AWS,us-west-1,54.193.216.187,AWS,me-south-1,157.175.182.59,TRUE,295.3,294,297,0,,
2025-08-02T02:55:58.761962,AWS,us-west-1,54.193.216.187,AWS,sa-east-1,52.67.230.2,TRUE,304.4,304,305,0,,
2025-08-02T02:56:08.084537,AWS,us-west-1,54.193.216.187,AWS,us-east-1,13.223.204.77,TRUE,186,185,187,0,,
2025-08-02T02:56:17.244602,AWS,us-west-1,54.193.216.187,GCP,asia-east2,34.92.77.143,TRUE,42.7,42,44,0,,
2025-08-02T02:56:26.391861,AWS,us-west-1,54.193.216.187,GCP,asia-northeast1,34.146.113.141,TRUE,36,35,38,0,,
2025-08-02T02:56:35.645839,AWS,us-west-1,54.193.216.187,GCP,asia-south1,34.93.67.233,TRUE,137.3,136,139,0,,
2025-08-02T02:56:44.814962,AWS,us-west-1,54.193.216.187,GCP,asia-southeast1,34.126.128.161,TRUE,77.8,77,81,0,,
2025-08-02T02:56:54.051383,AWS,us-west-1,54.193.216.187,GCP,australia-southeast1,35.244.90.228,TRUE,138.3,137,143,0,,
2025-08-02T02:57:03.440952,AWS,us-west-1,54.193.216.187,GCP,europe-central2,34.118.31.88,TRUE,264.5,264,267,0,,
2025-08-02T02:57:12.823610,AWS,us-west-1,54.193.216.187,GCP,europe-west12,34.17.122.250,TRUE,258.2,257,260,0,,
2025-08-02T02:57:22.202329,AWS,us-west-1,54.193.216.187,GCP,europe-west4,34.13.152.183,TRUE,247.4,246,254,0,,
2025-08-02T02:57:31.518284,AWS,us-west-1,54.193.216.187,GCP,northamerica-northeast1,34.152.17.65,TRUE,187.2,185,201,0,,
2025-08-02T02:57:40.919088,AWS,us-west-1,54.193.216.187,GCP,southamerica-east1,34.95.199.13,TRUE,292,291,294,0,,
2025-08-02T02:57:50.212829,AWS,us-west-1,54.193.216.187,GCP,us-east4,35.245.136.40,TRUE,179.8,178,192,0,,
2025-08-02T02:57:59.460840,AWS,us-west-1,54.193.216.187,GCP,us-west1,34.168.233.222,TRUE,123.3,122,125,0,,
2025-08-02T02:58:09.021316,GCP,asia-east2,34.92.77.143,AWS,af-south-1,13.245.236.16,TRUE,425.4,425,426,0,,
2025-08-02T02:58:18.193093,GCP,asia-east2,34.92.77.143,AWS,ap-northeast-1,57.183.18.62,TRUE,46.3,46,47,0,,
2025-08-02T02:58:27.333583,GCP,asia-east2,34.92.77.143,AWS,ap-northeast-2,3.35.173.236,TRUE,11.5,11,12,0,,
2025-08-02T02:58:36.596841,GCP,asia-east2,34.92.77.143,AWS,ap-south-1,3.110.78.219,TRUE,138.5,138,139,0,,
2025-08-02T02:58:45.804903,GCP,asia-east2,34.92.77.143,AWS,ap-southeast-1,13.229.101.72,TRUE,79.7,79,81,0,,
2025-08-02T02:58:55.126402,GCP,asia-east2,34.92.77.143,AWS,ca-central-1,35.183.113.19,TRUE,189.8,189,191,0,,
2025-08-02T02:59:04.513067,GCP,asia-east2,34.92.77.143,AWS,eu-central-1,18.184.239.190,TRUE,271.4,271,272,0,,
2025-08-02T02:59:13.931541,GCP,asia-east2,34.92.77.143,AWS,eu-south-2,51.48.91.118,TRUE,289.6,288,299,0,,
2025-08-02T02:59:23.333630,GCP,asia-east2,34.92.77.143,AWS,eu-west-1,63.33.190.43,TRUE,273.3,273,274,0,,
2025-08-02T02:59:32.767960,GCP,asia-east2,34.92.77.143,AWS,me-south-1,157.175.182.59,TRUE,295.1,294,296,0,,
2025-08-02T02:59:42.212560,GCP,asia-east2,34.92.77.143,AWS,sa-east-1,52.67.230.2,TRUE,305.3,304,311,0,,
2025-08-02T02:59:51.540006,GCP,asia-east2,34.92.77.143,AWS,us-east-1,13.223.204.77,TRUE,185.9,185,186,0,,
2025-08-02T03:00:00.792800,GCP,asia-east2,34.92.77.143,AWS,us-west-1,54.193.216.187,TRUE,122.4,122,123,0,,
2025-08-02T03:00:09.949968,GCP,asia-east2,34.92.77.143,GCP,asia-northeast1,34.146.113.141,TRUE,35.9,35,37,0,,
2025-08-02T03:00:19.205273,GCP,asia-east2,34.92.77.143,GCP,asia-south1,34.93.67.233,TRUE,137.5,136,141,0,,
2025-08-02T03:00:28.400795,GCP,asia-east2,34.92.77.143,GCP,asia-southeast1,34.126.128.161,TRUE,78.1,77,81,0,,
2025-08-02T03:00:37.674572,GCP,asia-east2,34.92.77.143,GCP,australia-southeast1,35.244.90.228,TRUE,138.3,138,140,0,,
2025-08-02T03:00:47.075924,GCP,asia-east2,34.92.77.143,GCP,europe-central2,34.118.31.88,TRUE,265.4,264,268,0,,
2025-08-02T03:00:56.449117,GCP,asia-east2,34.92.77.143,GCP,europe-west12,34.17.122.250,TRUE,258.9,257,269,0,,
2025-08-02T03:01:05.805780,GCP,asia-east2,34.92.77.143,GCP,europe-west4,34.13.152.183,TRUE,248.2,246,253,0,,
2025-08-02T03:01:15.125125,GCP,asia-east2,34.92.77.143,GCP,northamerica-northeast1,34.152.17.65,TRUE,186.2,185,187,0,,
2025-08-02T03:01:24.563315,GCP,asia-east2,34.92.77.143,GCP,southamerica-east1,34.95.199.13,TRUE,294,292,300,0,,
2025-08-02T03:01:33.894137,GCP,asia-east2,34.92.77.143,GCP,us-east4,35.245.136.40,TRUE,181.6,180,183,0,,
2025-08-02T03:01:43.136324,GCP,asia-east2,34.92.77.143,GCP,us-west1,34.168.233.222,TRUE,125.3,125,127,0,,
2025-08-02T03:01:52.679282,GCP,asia-northeast1,34.146.113.141,AWS,af-south-1,13.245.236.16,TRUE,425.6,425,426,0,,
2025-08-02T03:02:01.832774,GCP,asia-northeast1,34.146.113.141,AWS,ap-northeast-1,57.183.18.62,TRUE,48.8,46,71,0,,
2025-08-02T03:02:10.989694,GCP,asia-northeast1,34.146.113.141,AWS,ap-northeast-2,3.35.173.236,TRUE,12,11,14,0,,
2025-08-02T03:02:20.286228,GCP,asia-northeast1,34.146.113.141,AWS,ap-south-1,3.110.78.219,TRUE,139.3,138,144,0,,
2025-08-02T03:02:29.474378,GCP,asia-northeast1,34.146.113.141,AWS,ap-southeast-1,13.229.101.72,TRUE,79.6,79,80,0,,
2025-08-02T03:02:38.800566,GCP,asia-northeast1,34.146.113.141,AWS,ca-central-1,35.183.113.19,TRUE,189.5,189,190,0,,
2025-08-02T03:02:48.186516,GCP,asia-northeast1,34.146.113.141,AWS,eu-central-1,18.184.239.190,TRUE,271.3,271,273,0,,
2025-08-02T03:02:57.575030,GCP,asia-northeast1,34.146.113.141,AWS,eu-south-2,51.48.91.118,TRUE,288.7,288,289,0,,
2025-08-02T03:03:06.981251,GCP,asia-northeast1,34.146.113.141,AWS,eu-west-1,63.33.190.43,TRUE,273.2,273,274,0,,
2025-08-02T03:03:16.405530,GCP,asia-northeast1,34.146.113.141,AWS,me-south-1,157.175.182.59,TRUE,296.6,294,316,0,,
2025-08-02T03:03:25.847273,GCP,asia-northeast1,34.146.113.141,AWS,sa-east-1,52.67.230.2,TRUE,304.9,304,305,0,,
2025-08-02T03:03:35.184301,GCP,asia-northeast1,34.146.113.141,AWS,us-east-1,13.223.204.77,TRUE,186.1,185,187,0,,
2025-08-02T03:03:44.450533,GCP,asia-northeast1,34.146.113.141,AWS,us-west-1,54.193.216.187,TRUE,122.8,122,123,0,,
2025-08-02T03:03:53.646622,GCP,asia-northeast1,34.146.113.141,GCP,asia-east2,34.92.77.143,TRUE,42.8,42,45,0,,
2025-08-02T03:04:02.939070,GCP,asia-northeast1,34.146.113.141,GCP,asia-south1,34.93.67.233,TRUE,141.4,137,156,0,,
2025-08-02T03:04:12.117000,GCP,asia-northeast1,34.146.113.141,GCP,asia-southeast1,34.126.128.161,TRUE,77.6,77,80,0,,
2025-08-02T03:04:21.391147,GCP,asia-northeast1,34.146.113.141,GCP,australia-southeast1,35.244.90.228,TRUE,137.9,137,138,0,,
2025-08-02T03:04:30.773569,GCP,asia-northeast1,34.146.113.141,GCP,europe-central2,34.118.31.88,TRUE,264.6,264,267,0,,
2025-08-02T03:04:40.171671,GCP,asia-northeast1,34.146.113.141,GCP,europe-west12,34.17.122.250,TRUE,259.8,259,262,0,,
2025-08-02T03:04:49.571307,GCP,asia-northeast1,34.146.113.141,GCP,europe-west4,34.13.152.183,TRUE,246.9,246,249,0,,
2025-08-02T03:04:58.900724,GCP,asia-northeast1,34.146.113.141,GCP,northamerica-northeast1,34.152.17.65,TRUE,195.1,185,227,0,,
2025-08-02T03:05:08.325090,GCP,asia-northeast1,34.146.113.141,GCP,southamerica-east1,34.95.199.13,TRUE,300.9,291,331,0,,
2025-08-02T03:05:17.616353,GCP,asia-northeast1,34.146.113.141,GCP,us-east4,35.245.136.40,TRUE,181.3,180,183,0,,
2025-08-02T03:05:26.871768,GCP,asia-northeast1,34.146.113.141,GCP,us-west1,34.168.233.222,TRUE,123.3,123,125,0,,
2025-08-02T03:05:36.444625,GCP,asia-south1,34.93.67.233,AWS,af-south-1,13.245.236.16,TRUE,426.8,425,437,0,,
2025-08-02T03:05:45.616946,GCP,asia-south1,34.93.67.233,AWS,ap-northeast-1,57.183.18.62,TRUE,45.9,45,46,0,,
2025-08-02T03:05:54.756944,GCP,asia-south1,34.93.67.233,AWS,ap-northeast-2,3.35.173.236,TRUE,12.2,11,15,0,,
2025-08-02T03:06:04.012679,GCP,asia-south1,34.93.67.233,AWS,ap-south-1,3.110.78.219,TRUE,141.2,141,142,0,,
2025-08-02T03:06:13.211491,GCP,asia-south1,34.93.67.233,AWS,ap-southeast-1,13.229.101.72,TRUE,79.9,79,81,0,,
2025-08-02T03:06:22.515218,GCP,asia-south1,34.93.67.233,AWS,ca-central-1,35.183.113.19,TRUE,189.4,189,190,0,,
2025-08-02T03:06:31.911036,GCP,asia-south1,34.93.67.233,AWS,eu-central-1,18.184.239.190,TRUE,271.7,271,275,0,,
2025-08-02T03:06:41.320540,GCP,asia-south1,34.93.67.233,AWS,eu-south-2,51.48.91.118,TRUE,288.5,287,290,0,,
2025-08-02T03:06:50.715544,GCP,asia-south1,34.93.67.233,AWS,eu-west-1,63.33.190.43,TRUE,273.1,273,274,0,,
2025-08-02T03:07:00.134873,GCP,asia-south1,34.93.67.233,AWS,me-south-1,157.175.182.59,TRUE,294.6,294,295,0,,
2025-08-02T03:07:09.575194,GCP,asia-south1,34.93.67.233,AWS,sa-east-1,52.67.230.2,TRUE,305.2,305,307,0,,
2025-08-02T03:07:18.909866,GCP,asia-south1,34.93.67.233,AWS,us-east-1,13.223.204.77,TRUE,186,186,186,0,,
2025-08-02T03:07:28.170817,GCP,asia-south1,34.93.67.233,AWS,us-west-1,54.193.216.187,TRUE,124.1,123,134,0,,
2025-08-02T03:07:37.370219,GCP,asia-south1,34.93.67.233,GCP,asia-east2,34.92.77.143,TRUE,43.7,42,51,0,,
2025-08-02T03:07:46.557457,GCP,asia-south1,34.93.67.233,GCP,asia-northeast1,34.146.113.141,TRUE,36.8,35,43,0,,
2025-08-02T03:07:55.781261,GCP,asia-south1,34.93.67.233,GCP,asia-southeast1,34.126.128.161,TRUE,77.7,77,80,0,,
2025-08-02T03:08:05.044441,GCP,asia-south1,34.93.67.233,GCP,australia-southeast1,35.244.90.228,TRUE,137.8,137,139,0,,
2025-08-02T03:08:14.437109,GCP,asia-south1,34.93.67.233,GCP,europe-central2,34.118.31.88,TRUE,265.4,264,275,0,,
2025-08-02T03:08:23.841311,GCP,asia-south1,34.93.67.233,GCP,europe-west12,34.17.122.250,TRUE,260.8,259,267,0,,
2025-08-02T03:08:33.251303,GCP,asia-south1,34.93.67.233,GCP,europe-west4,34.13.152.183,TRUE,258.8,244,375,0,,
2025-08-02T03:08:42.581411,GCP,asia-south1,34.93.67.233,GCP,northamerica-northeast1,34.152.17.65,TRUE,185.9,185,190,0,,
2025-08-02T03:08:52.019079,GCP,asia-south1,34.93.67.233,GCP,southamerica-east1,34.95.199.13,TRUE,292.6,292,296,0,,
2025-08-02T03:09:01.327308,GCP,asia-south1,34.93.67.233,GCP,us-east4,35.245.136.40,TRUE,181.5,181,184,0,,
